YEAR, M, D,    SST,   SSTA,     HS,    DHW, BAA
1994, 1, 1,  26.42,  -1.56,  -2.91,   0.00,   0
1994, 1, 2,  27.79,  -0.20,  -1.54,   0.00,   0
1994, 1, 3,  27.97,  -0.02,  -1.36,   0.00,   0
1994, 1, 4,  28.01,   0.02,  -1.32,   0.00,   0
1994, 1, 5,  28.10,   0.10,  -1.23,   0.00,   0
1994, 1, 6,  28.08,   0.08,  -1.25,   0.00,   0
1994, 1, 7,  28.12,   0.12,  -1.21,   0.00,   0
1994, 1, 8,  28.38,   0.37,  -0.95,   0.00,   0
1994, 1, 9,  28.75,   0.74,  -0.58,   0.00,   0
1994, 1,10,  28.78,   0.77,  -0.55,   0.00,   0
1994, 1,11,  28.56,   0.54,  -0.77,   0.00,   0
1994, 1,12,  28.89,   0.87,  -0.44,   0.00,   0
1994, 1,13,  28.68,   0.66,  -0.65,   0.00,   0
1994, 1,14,  27.99,  -0.04,  -1.34,   0.00,   0
1994, 1,15,  28.10,   0.07,  -1.23,   0.00,   0
1994, 1,16,  28.20,   0.15,  -1.13,   0.00,   0
1994, 1,17,  28.14,   0.07,  -1.19,   0.00,   0
1994, 1,18,  28.11,   0.02,  -1.22,   0.00,   0
1994, 1,19,  28.11,   0.00,  -1.22,   0.00,   0
1994, 1,20,  28.40,   0.27,  -0.93,   0.00,   0
1994, 1,21,  28.52,   0.37,  -0.81,   0.00,   0
1994, 1,22,  28.74,   0.57,  -0.59,   0.00,   0
1994, 1,23,  29.04,   0.85,  -0.29,   0.00,   0
1994, 1,24,  29.44,   1.23,   0.11,   0.00,   1
1994, 1,25,  29.74,   1.51,   0.41,   0.00,   1
1994, 1,26,  29.25,   1.00,  -0.08,   0.00,   0
1994, 1,27,  28.95,   0.68,  -0.38,   0.00,   0
1994, 1,28,  29.04,   0.75,  -0.29,   0.00,   0
1994, 1,29,  29.22,   0.91,  -0.11,   0.00,   0
1994, 1,30,  29.32,   0.99,  -0.01,   0.00,   0
1994, 1,31,  28.92,   0.57,  -0.41,   0.00,   0
1994, 2, 1,  27.19,  -1.17,  -2.14,   0.00,   0
1994, 2, 2,  28.65,   0.27,  -0.68,   0.00,   0
1994, 2, 3,  28.40,  -0.00,  -0.93,   0.00,   0
1994, 2, 4,  28.48,   0.06,  -0.85,   0.00,   0
1994, 2, 5,  28.42,  -0.02,  -0.91,   0.00,   0
1994, 2, 6,  28.41,  -0.05,  -0.92,   0.00,   0
1994, 2, 7,  28.42,  -0.06,  -0.91,   0.00,   0
1994, 2, 8,  27.92,  -0.58,  -1.41,   0.00,   0
1994, 2, 9,  27.77,  -0.75,  -1.56,   0.00,   0
1994, 2,10,  27.88,  -0.66,  -1.45,   0.00,   0
1994, 2,11,  27.90,  -0.66,  -1.43,   0.00,   0
1994, 2,12,  27.87,  -0.71,  -1.46,   0.00,   0
1994, 2,13,  27.68,  -0.92,  -1.65,   0.00,   0
1994, 2,14,  27.57,  -1.05,  -1.76,   0.00,   0
1994, 2,15,  27.62,  -1.02,  -1.71,   0.00,   0
1994, 2,16,  28.17,  -0.48,  -1.16,   0.00,   0
1994, 2,17,  28.23,  -0.43,  -1.10,   0.00,   0
1994, 2,18,  28.13,  -0.54,  -1.20,   0.00,   0
1994, 2,19,  28.07,  -0.61,  -1.26,   0.00,   0
1994, 2,20,  28.36,  -0.33,  -0.97,   0.00,   0
1994, 2,21,  28.57,  -0.13,  -0.76,   0.00,   0
1994, 2,22,  28.65,  -0.06,  -0.68,   0.00,   0
1994, 2,23,  28.60,  -0.12,  -0.73,   0.00,   0
1994, 2,24,  28.51,  -0.23,  -0.82,   0.00,   0
1994, 2,25,  28.37,  -0.38,  -0.96,   0.00,   0
1994, 2,26,  27.93,  -0.83,  -1.40,   0.00,   0
1994, 2,27,  28.02,  -0.75,  -1.31,   0.00,   0
1994, 2,28,  28.61,  -0.17,  -0.72,   0.00,   0
1994, 3, 1,  28.88,   0.09,  -0.45,   0.00,   0
1994, 3, 2,  28.87,   0.07,  -0.46,   0.00,   0
1994, 3, 3,  28.84,   0.03,  -0.49,   0.00,   0
1994, 3, 4,  28.60,  -0.22,  -0.73,   0.00,   0
1994, 3, 5,  28.61,  -0.22,  -0.72,   0.00,   0
1994, 3, 6,  29.04,   0.20,  -0.29,   0.00,   0
1994, 3, 7,  29.20,   0.35,  -0.13,   0.00,   0
1994, 3, 8,  29.15,   0.29,  -0.18,   0.00,   0
1994, 3, 9,  28.99,   0.12,  -0.34,   0.00,   0
1994, 3,10,  28.69,  -0.19,  -0.64,   0.00,   0
1994, 3,11,  27.67,  -1.22,  -1.66,   0.00,   0
1994, 3,12,  28.19,  -0.71,  -1.14,   0.00,   0
1994, 3,13,  28.59,  -0.32,  -0.74,   0.00,   0
1994, 3,14,  28.51,  -0.41,  -0.82,   0.00,   0
1994, 3,15,  28.78,  -0.15,  -0.55,   0.00,   0
1994, 3,16,  28.64,  -0.31,  -0.69,   0.00,   0
1994, 3,17,  28.22,  -0.74,  -1.11,   0.00,   0
1994, 3,18,  28.39,  -0.58,  -0.94,   0.00,   0
1994, 3,19,  28.21,  -0.77,  -1.12,   0.00,   0
1994, 3,20,  28.37,  -0.63,  -0.96,   0.00,   0
1994, 3,21,  28.35,  -0.66,  -0.98,   0.00,   0
1994, 3,22,  28.02,  -1.00,  -1.31,   0.00,   0
1994, 3,23,  28.59,  -0.44,  -0.74,   0.00,   0
1994, 3,24,  28.55,  -0.50,  -0.78,   0.00,   0
1994, 3,25,  28.03,  -1.03,  -1.30,   0.00,   0
1994, 3,26,  28.57,  -0.50,  -0.76,   0.00,   0
1994, 3,27,  28.92,  -0.17,  -0.41,   0.00,   0
1994, 3,28,  29.07,  -0.03,  -0.26,   0.00,   0
1994, 3,29,  29.12,   0.01,  -0.21,   0.00,   0
1994, 3,30,  29.45,   0.33,   0.12,   0.00,   1
1994, 3,31,  29.26,   0.12,  -0.07,   0.00,   0
1994, 4, 1,  29.13,  -0.02,  -0.20,   0.00,   0
1994, 4, 2,  29.23,   0.07,  -0.10,   0.00,   0
1994, 4, 3,  29.32,   0.14,  -0.01,   0.00,   0
1994, 4, 4,  29.65,   0.46,   0.32,   0.00,   1
1994, 4, 5,  29.77,   0.57,   0.44,   0.00,   1
1994, 4, 6,  30.13,   0.92,   0.80,   0.00,   1
1994, 4, 7,  29.33,   0.10,   0.00,   0.00,   1
1994, 4, 8,  29.01,  -0.23,  -0.32,   0.00,   0
1994, 4, 9,  29.25,  -0.00,  -0.08,   0.00,   0
1994, 4,10,  29.97,   0.71,   0.64,   0.00,   1
1994, 4,11,  29.95,   0.67,   0.62,   0.00,   1
1994, 4,12,  29.38,   0.09,   0.05,   0.00,   1
1994, 4,13,  28.75,  -0.55,  -0.58,   0.00,   0
1994, 4,14,  29.52,   0.20,   0.19,   0.00,   1
1994, 4,15,  30.00,   0.67,   0.67,   0.00,   1
1994, 4,16,  31.05,   1.74,   1.72,   0.25,   2
1994, 4,17,  31.14,   1.86,   1.81,   0.50,   2
1994, 4,18,  30.09,   0.83,   0.76,   0.50,   1
1994, 4,19,  29.90,   0.66,   0.57,   0.50,   1
1994, 4,20,  29.76,   0.55,   0.43,   0.50,   1
1994, 4,21,  29.84,   0.65,   0.51,   0.50,   1
1994, 4,22,  29.92,   0.75,   0.59,   0.50,   1
1994, 4,23,  29.66,   0.52,   0.33,   0.50,   1
1994, 4,24,  29.35,   0.23,   0.02,   0.50,   1
1994, 4,25,  29.35,   0.25,   0.02,   0.50,   1
1994, 4,26,  28.50,  -0.57,  -0.83,   0.50,   0
1994, 4,27,  28.62,  -0.43,  -0.71,   0.50,   0
1994, 4,28,  29.36,   0.33,   0.03,   0.50,   1
1994, 4,29,  29.47,   0.47,   0.14,   0.50,   1
1994, 4,30,  29.34,   0.36,   0.01,   0.50,   1
1994, 5, 1,  29.18,   0.22,  -0.15,   0.50,   0
1994, 5, 2,  29.01,   0.08,  -0.32,   0.50,   0
1994, 5, 3,  29.00,   0.09,  -0.33,   0.50,   0
1994, 5, 4,  29.59,   0.70,   0.26,   0.50,   1
1994, 5, 5,  29.45,   0.59,   0.12,   0.50,   1
1994, 5, 6,  29.43,   0.59,   0.10,   0.50,   1
1994, 5, 7,  29.60,   0.78,   0.27,   0.50,   1
1994, 5, 8,  29.71,   0.91,   0.38,   0.50,   1
1994, 5, 9,  29.46,   0.69,   0.13,   0.50,   1
1994, 5,10,  29.13,   0.38,  -0.20,   0.50,   0
1994, 5,11,  28.79,   0.06,  -0.54,   0.50,   0
1994, 5,12,  28.81,   0.11,  -0.52,   0.50,   0
1994, 5,13,  28.79,   0.11,  -0.54,   0.50,   0
1994, 5,14,  28.54,  -0.12,  -0.79,   0.50,   0
1994, 5,15,  28.28,  -0.35,  -1.05,   0.50,   0
1994, 5,16,  28.28,  -0.29,  -1.05,   0.50,   0
1994, 5,17,  28.29,  -0.21,  -1.04,   0.50,   0
1994, 5,18,  28.19,  -0.25,  -1.14,   0.50,   0
1994, 5,19,  28.43,   0.06,  -0.90,   0.50,   0
1994, 5,20,  28.45,   0.14,  -0.88,   0.50,   0
1994, 5,21,  28.21,  -0.03,  -1.12,   0.50,   0
1994, 5,22,  27.99,  -0.19,  -1.34,   0.50,   0
1994, 5,23,  28.68,   0.57,  -0.65,   0.50,   0
1994, 5,24,  28.74,   0.69,  -0.59,   0.50,   0
1994, 5,25,  28.74,   0.76,  -0.59,   0.50,   0
1994, 5,26,  28.50,   0.58,  -0.83,   0.50,   0
1994, 5,27,  28.60,   0.75,  -0.73,   0.50,   0
1994, 5,28,  28.99,   1.20,  -0.34,   0.50,   0
1994, 5,29,  29.11,   1.39,  -0.22,   0.50,   0
1994, 5,30,  28.54,   0.88,  -0.79,   0.50,   0
1994, 5,31,  28.34,   0.75,  -0.99,   0.50,   0
1994, 6, 1,  28.03,   0.50,  -1.30,   0.50,   0
1994, 6, 2,  28.10,   0.64,  -1.23,   0.50,   0
1994, 6, 3,  28.14,   0.74,  -1.19,   0.50,   0
1994, 6, 4,  28.10,   0.77,  -1.23,   0.50,   0
1994, 6, 5,  28.01,   0.74,  -1.32,   0.50,   0
1994, 6, 6,  28.05,   0.85,  -1.28,   0.50,   0
1994, 6, 7,  27.48,   0.34,  -1.85,   0.50,   0
1994, 6, 8,  27.57,   0.50,  -1.76,   0.50,   0
1994, 6, 9,  27.61,   0.60,  -1.72,   0.50,   0
1994, 6,10,  27.73,   0.79,  -1.60,   0.50,   0
1994, 6,11,  27.61,   0.73,  -1.72,   0.50,   0
1994, 6,12,  27.63,   0.82,  -1.70,   0.50,   0
1994, 6,13,  27.85,   1.10,  -1.48,   0.50,   0
1994, 6,14,  27.52,   0.84,  -1.81,   0.50,   0
1994, 6,15,  26.93,   0.31,  -2.40,   0.50,   0
1994, 6,16,  26.95,   0.35,  -2.38,   0.50,   0
1994, 6,17,  26.38,  -0.19,  -2.95,   0.50,   0
1994, 6,18,  26.04,  -0.51,  -3.29,   0.50,   0
1994, 6,19,  26.49,  -0.03,  -2.84,   0.50,   0
1994, 6,20,  26.85,   0.35,  -2.48,   0.50,   0
1994, 6,21,  26.82,   0.35,  -2.51,   0.50,   0
1994, 6,22,  26.78,   0.33,  -2.55,   0.50,   0
1994, 6,23,  26.66,   0.24,  -2.67,   0.50,   0
1994, 6,24,  26.51,   0.11,  -2.82,   0.50,   0
1994, 6,25,  26.57,   0.20,  -2.76,   0.50,   0
1994, 6,26,  26.53,   0.18,  -2.80,   0.50,   0
1994, 6,27,  26.49,   0.17,  -2.84,   0.50,   0
1994, 6,28,  26.58,   0.28,  -2.75,   0.50,   0
1994, 6,29,  26.61,   0.34,  -2.72,   0.50,   0
1994, 6,30,  26.71,   0.46,  -2.62,   0.50,   0
1994, 7, 1,  26.86,   0.64,  -2.47,   0.50,   0
1994, 7, 2,  26.85,   0.65,  -2.48,   0.50,   0
1994, 7, 3,  26.15,  -0.02,  -3.18,   0.50,   0
1994, 7, 4,  26.05,  -0.10,  -3.28,   0.50,   0
1994, 7, 5,  26.31,   0.18,  -3.02,   0.50,   0
1994, 7, 6,  26.25,   0.15,  -3.08,   0.50,   0
1994, 7, 7,  26.13,   0.05,  -3.20,   0.50,   0
1994, 7, 8,  26.03,  -0.02,  -3.30,   0.50,   0
1994, 7, 9,  25.93,  -0.10,  -3.40,   0.26,   0
1994, 7,10,  26.56,   0.56,  -2.77,   0.00,   0
1994, 7,11,  26.79,   0.81,  -2.54,   0.00,   0
1994, 7,12,  26.75,   0.80,  -2.58,   0.00,   0
1994, 7,13,  26.48,   0.55,  -2.85,   0.00,   0
1994, 7,14,  26.05,   0.15,  -3.28,   0.00,   0
1994, 7,15,  26.20,   0.32,  -3.13,   0.00,   0
1994, 7,16,  26.29,   0.41,  -3.04,   0.00,   0
1994, 7,17,  25.90,   0.02,  -3.43,   0.00,   0
1994, 7,18,  25.83,  -0.04,  -3.50,   0.00,   0
1994, 7,19,  25.76,  -0.11,  -3.57,   0.00,   0
1994, 7,20,  25.84,  -0.03,  -3.49,   0.00,   0
1994, 7,21,  25.59,  -0.28,  -3.74,   0.00,   0
1994, 7,22,  25.69,  -0.18,  -3.64,   0.00,   0
1994, 7,23,  25.87,   0.00,  -3.46,   0.00,   0
1994, 7,24,  25.90,   0.03,  -3.43,   0.00,   0
1994, 7,25,  25.72,  -0.15,  -3.61,   0.00,   0
1994, 7,26,  25.91,   0.04,  -3.42,   0.00,   0
1994, 7,27,  26.10,   0.24,  -3.23,   0.00,   0
1994, 7,28,  26.11,   0.25,  -3.22,   0.00,   0
1994, 7,29,  26.12,   0.26,  -3.21,   0.00,   0
1994, 7,30,  26.15,   0.29,  -3.18,   0.00,   0
1994, 7,31,  26.11,   0.25,  -3.22,   0.00,   0
1994, 8, 1,  26.01,   0.15,  -3.32,   0.00,   0
1994, 8, 2,  26.50,   0.64,  -2.83,   0.00,   0
1994, 8, 3,  26.11,   0.25,  -3.22,   0.00,   0
1994, 8, 4,  25.59,  -0.26,  -3.74,   0.00,   0
1994, 8, 5,  25.42,  -0.43,  -3.91,   0.00,   0
1994, 8, 6,  26.10,   0.25,  -3.23,   0.00,   0
1994, 8, 7,  26.39,   0.54,  -2.94,   0.00,   0
1994, 8, 8,  26.44,   0.59,  -2.89,   0.00,   0
1994, 8, 9,  26.28,   0.43,  -3.05,   0.00,   0
1994, 8,10,  26.31,   0.46,  -3.02,   0.00,   0
1994, 8,11,  26.26,   0.41,  -3.07,   0.00,   0
1994, 8,12,  26.38,   0.53,  -2.95,   0.00,   0
1994, 8,13,  26.44,   0.60,  -2.89,   0.00,   0
1994, 8,14,  26.43,   0.59,  -2.90,   0.00,   0
1994, 8,15,  26.71,   0.87,  -2.62,   0.00,   0
1994, 8,16,  26.66,   0.79,  -2.67,   0.00,   0
1994, 8,17,  27.61,   1.71,  -1.72,   0.00,   0
1994, 8,18,  27.57,   1.64,  -1.76,   0.00,   0
1994, 8,19,  26.76,   0.80,  -2.57,   0.00,   0
1994, 8,20,  26.82,   0.83,  -2.51,   0.00,   0
1994, 8,21,  27.06,   1.04,  -2.27,   0.00,   0
1994, 8,22,  27.11,   1.06,  -2.22,   0.00,   0
1994, 8,23,  27.11,   1.03,  -2.22,   0.00,   0
1994, 8,24,  27.10,   0.99,  -2.23,   0.00,   0
1994, 8,25,  27.36,   1.22,  -1.97,   0.00,   0
1994, 8,26,  27.23,   1.06,  -2.10,   0.00,   0
1994, 8,27,  26.78,   0.58,  -2.55,   0.00,   0
1994, 8,28,  26.52,   0.29,  -2.81,   0.00,   0
1994, 8,29,  26.80,   0.54,  -2.53,   0.00,   0
1994, 8,30,  27.18,   0.89,  -2.15,   0.00,   0
1994, 8,31,  27.05,   0.73,  -2.28,   0.00,   0
1994, 9, 1,  27.02,   0.67,  -2.31,   0.00,   0
1994, 9, 2,  27.02,   0.64,  -2.31,   0.00,   0
1994, 9, 3,  26.86,   0.45,  -2.47,   0.00,   0
1994, 9, 4,  26.55,   0.11,  -2.78,   0.00,   0
1994, 9, 5,  26.51,   0.04,  -2.82,   0.00,   0
1994, 9, 6,  26.73,   0.23,  -2.60,   0.00,   0
1994, 9, 7,  26.17,  -0.36,  -3.16,   0.00,   0
1994, 9, 8,  26.13,  -0.43,  -3.20,   0.00,   0
1994, 9, 9,  25.98,  -0.62,  -3.35,   0.00,   0
1994, 9,10,  26.08,  -0.55,  -3.25,   0.00,   0
1994, 9,11,  26.43,  -0.23,  -2.90,   0.00,   0
1994, 9,12,  26.08,  -0.61,  -3.25,   0.00,   0
1994, 9,13,  26.16,  -0.56,  -3.17,   0.00,   0
1994, 9,14,  26.22,  -0.53,  -3.11,   0.00,   0
1994, 9,15,  27.15,   0.37,  -2.18,   0.00,   0
1994, 9,16,  27.43,   0.63,  -1.90,   0.00,   0
1994, 9,17,  27.17,   0.35,  -2.16,   0.00,   0
1994, 9,18,  27.43,   0.58,  -1.90,   0.00,   0
1994, 9,19,  27.60,   0.73,  -1.73,   0.00,   0
1994, 9,20,  27.56,   0.67,  -1.77,   0.00,   0
1994, 9,21,  27.34,   0.43,  -1.99,   0.00,   0
1994, 9,22,  27.40,   0.46,  -1.93,   0.00,   0
1994, 9,23,  27.34,   0.38,  -1.99,   0.00,   0
1994, 9,24,  27.59,   0.61,  -1.74,   0.00,   0
1994, 9,25,  27.74,   0.73,  -1.59,   0.00,   0
1994, 9,26,  27.81,   0.78,  -1.52,   0.00,   0
1994, 9,27,  27.83,   0.78,  -1.50,   0.00,   0
1994, 9,28,  27.34,   0.26,  -1.99,   0.00,   0
1994, 9,29,  27.10,  -0.00,  -2.23,   0.00,   0
1994, 9,30,  27.13,   0.01,  -2.20,   0.00,   0
1994,10, 1,  27.72,   0.57,  -1.61,   0.00,   0
1994,10, 2,  27.91,   0.74,  -1.42,   0.00,   0
1994,10, 3,  28.11,   0.92,  -1.22,   0.00,   0
1994,10, 4,  28.75,   1.53,  -0.58,   0.00,   0
1994,10, 5,  28.90,   1.66,  -0.43,   0.00,   0
1994,10, 6,  28.86,   1.60,  -0.47,   0.00,   0
1994,10, 7,  28.46,   1.17,  -0.87,   0.00,   0
1994,10, 8,  28.25,   0.94,  -1.08,   0.00,   0
1994,10, 9,  28.15,   0.82,  -1.18,   0.00,   0
1994,10,10,  28.13,   0.77,  -1.20,   0.00,   0
1994,10,11,  28.05,   0.67,  -1.28,   0.00,   0
1994,10,12,  28.27,   0.87,  -1.06,   0.00,   0
1994,10,13,  28.04,   0.62,  -1.29,   0.00,   0
1994,10,14,  28.34,   0.89,  -0.99,   0.00,   0
1994,10,15,  28.71,   1.24,  -0.62,   0.00,   0
1994,10,16,  28.69,   1.20,  -0.64,   0.00,   0
1994,10,17,  28.47,   0.97,  -0.86,   0.00,   0
1994,10,18,  28.87,   1.35,  -0.46,   0.00,   0
1994,10,19,  28.88,   1.35,  -0.45,   0.00,   0
1994,10,20,  28.49,   0.94,  -0.84,   0.00,   0
1994,10,21,  28.20,   0.64,  -1.13,   0.00,   0
1994,10,22,  28.07,   0.49,  -1.26,   0.00,   0
1994,10,23,  28.06,   0.47,  -1.27,   0.00,   0
1994,10,24,  27.93,   0.32,  -1.40,   0.00,   0
1994,10,25,  27.98,   0.36,  -1.35,   0.00,   0
1994,10,26,  28.29,   0.65,  -1.04,   0.00,   0
1994,10,27,  28.16,   0.51,  -1.17,   0.00,   0
1994,10,28,  27.58,  -0.09,  -1.75,   0.00,   0
1994,10,29,  27.62,  -0.06,  -1.71,   0.00,   0
1994,10,30,  27.88,   0.18,  -1.45,   0.00,   0
1994,10,31,  28.24,   0.53,  -1.09,   0.00,   0
1994,11, 1,  28.51,   0.78,  -0.82,   0.00,   0
1994,11, 2,  28.34,   0.60,  -0.99,   0.00,   0
1994,11, 3,  28.31,   0.55,  -1.02,   0.00,   0
1994,11, 4,  27.93,   0.16,  -1.40,   0.00,   0
1994,11, 5,  27.90,   0.11,  -1.43,   0.00,   0
1994,11, 6,  27.73,  -0.07,  -1.60,   0.00,   0
1994,11, 7,  27.86,   0.04,  -1.47,   0.00,   0
1994,11, 8,  27.78,  -0.05,  -1.55,   0.00,   0
1994,11, 9,  27.82,  -0.03,  -1.51,   0.00,   0
1994,11,10,  27.73,  -0.13,  -1.60,   0.00,   0
1994,11,11,  27.72,  -0.16,  -1.61,   0.00,   0
1994,11,12,  27.73,  -0.17,  -1.60,   0.00,   0
1994,11,13,  27.60,  -0.31,  -1.73,   0.00,   0
1994,11,14,  27.69,  -0.24,  -1.64,   0.00,   0
1994,11,15,  28.38,   0.44,  -0.95,   0.00,   0
1994,11,16,  27.51,  -0.43,  -1.82,   0.00,   0
1994,11,17,  27.39,  -0.55,  -1.94,   0.00,   0
1994,11,18,  27.34,  -0.60,  -1.99,   0.00,   0
1994,11,19,  27.25,  -0.69,  -2.08,   0.00,   0
1994,11,20,  27.55,  -0.39,  -1.78,   0.00,   0
1994,11,21,  27.82,  -0.12,  -1.51,   0.00,   0
1994,11,22,  27.92,  -0.02,  -1.41,   0.00,   0
1994,11,23,  27.85,  -0.09,  -1.48,   0.00,   0
1994,11,24,  27.35,  -0.59,  -1.98,   0.00,   0
1994,11,25,  26.72,  -1.22,  -2.61,   0.00,   0
1994,11,26,  26.71,  -1.23,  -2.62,   0.00,   0
1994,11,27,  26.59,  -1.35,  -2.74,   0.00,   0
1994,11,28,  26.56,  -1.38,  -2.77,   0.00,   0
1994,11,29,  26.84,  -1.10,  -2.49,   0.00,   0
1994,11,30,  27.30,  -0.64,  -2.03,   0.00,   0
1994,12, 1,  27.37,  -0.56,  -1.96,   0.00,   0
1994,12, 2,  27.41,  -0.52,  -1.92,   0.00,   0
1994,12, 3,  27.54,  -0.39,  -1.79,   0.00,   0
1994,12, 4,  27.78,  -0.15,  -1.55,   0.00,   0
1994,12, 5,  27.97,   0.04,  -1.36,   0.00,   0
1994,12, 6,  27.86,  -0.07,  -1.47,   0.00,   0
1994,12, 7,  27.38,  -0.55,  -1.95,   0.00,   0
1994,12, 8,  26.95,  -0.98,  -2.38,   0.00,   0
1994,12, 9,  26.96,  -0.97,  -2.37,   0.00,   0
1994,12,10,  27.06,  -0.87,  -2.27,   0.00,   0
1994,12,11,  27.33,  -0.60,  -2.00,   0.00,   0
1994,12,12,  27.66,  -0.27,  -1.67,   0.00,   0
1994,12,13,  27.03,  -0.90,  -2.30,   0.00,   0
1994,12,14,  26.63,  -1.30,  -2.70,   0.00,   0
1994,12,15,  27.64,  -0.29,  -1.69,   0.00,   0
1994,12,16,  27.42,  -0.51,  -1.91,   0.00,   0
1994,12,17,  27.62,  -0.32,  -1.71,   0.00,   0
1994,12,18,  27.72,  -0.22,  -1.61,   0.00,   0
1994,12,19,  27.72,  -0.22,  -1.61,   0.00,   0
1994,12,20,  27.92,  -0.03,  -1.41,   0.00,   0
1994,12,21,  27.74,  -0.21,  -1.59,   0.00,   0
1994,12,22,  27.33,  -0.62,  -2.00,   0.00,   0
1994,12,23,  27.38,  -0.58,  -1.95,   0.00,   0
1994,12,24,  27.88,  -0.08,  -1.45,   0.00,   0
1994,12,25,  27.96,  -0.00,  -1.37,   0.00,   0
1994,12,26,  27.61,  -0.35,  -1.72,   0.00,   0
1994,12,27,  27.82,  -0.15,  -1.51,   0.00,   0
1994,12,28,  27.82,  -0.15,  -1.51,   0.00,   0
1994,12,29,  27.79,  -0.18,  -1.54,   0.00,   0
1994,12,30,  27.76,  -0.22,  -1.57,   0.00,   0
1994,12,31,  27.75,  -0.23,  -1.58,   0.00,   0
1995, 1, 1,  27.89,  -0.09,  -1.44,   0.00,   0
1995, 1, 2,  27.83,  -0.16,  -1.50,   0.00,   0
1995, 1, 3,  27.96,  -0.03,  -1.37,   0.00,   0
1995, 1, 4,  28.05,   0.06,  -1.28,   0.00,   0
1995, 1, 5,  27.98,  -0.02,  -1.35,   0.00,   0
1995, 1, 6,  27.81,  -0.19,  -1.52,   0.00,   0
1995, 1, 7,  27.76,  -0.24,  -1.57,   0.00,   0
1995, 1, 8,  27.77,  -0.24,  -1.56,   0.00,   0
1995, 1, 9,  28.22,   0.21,  -1.11,   0.00,   0
1995, 1,10,  28.21,   0.20,  -1.12,   0.00,   0
1995, 1,11,  28.01,  -0.01,  -1.32,   0.00,   0
1995, 1,12,  27.80,  -0.22,  -1.53,   0.00,   0
1995, 1,13,  27.43,  -0.59,  -1.90,   0.00,   0
1995, 1,14,  27.09,  -0.94,  -2.24,   0.00,   0
1995, 1,15,  27.43,  -0.60,  -1.90,   0.00,   0
1995, 1,16,  28.23,   0.18,  -1.10,   0.00,   0
1995, 1,17,  28.13,   0.06,  -1.20,   0.00,   0
1995, 1,18,  27.13,  -0.96,  -2.20,   0.00,   0
1995, 1,19,  26.90,  -1.21,  -2.43,   0.00,   0
1995, 1,20,  28.02,  -0.11,  -1.31,   0.00,   0
1995, 1,21,  27.94,  -0.21,  -1.39,   0.00,   0
1995, 1,22,  27.79,  -0.38,  -1.54,   0.00,   0
1995, 1,23,  27.72,  -0.47,  -1.61,   0.00,   0
1995, 1,24,  27.15,  -1.06,  -2.18,   0.00,   0
1995, 1,25,  27.28,  -0.95,  -2.05,   0.00,   0
1995, 1,26,  27.94,  -0.31,  -1.39,   0.00,   0
1995, 1,27,  27.99,  -0.28,  -1.34,   0.00,   0
1995, 1,28,  27.81,  -0.48,  -1.52,   0.00,   0
1995, 1,29,  27.72,  -0.59,  -1.61,   0.00,   0
1995, 1,30,  28.13,  -0.20,  -1.20,   0.00,   0
1995, 1,31,  28.45,   0.10,  -0.88,   0.00,   0
1995, 2, 1,  28.07,  -0.29,  -1.26,   0.00,   0
1995, 2, 2,  28.00,  -0.38,  -1.33,   0.00,   0
1995, 2, 3,  27.85,  -0.55,  -1.48,   0.00,   0
1995, 2, 4,  28.15,  -0.27,  -1.18,   0.00,   0
1995, 2, 5,  28.49,   0.05,  -0.84,   0.00,   0
1995, 2, 6,  29.09,   0.63,  -0.24,   0.00,   0
1995, 2, 7,  29.08,   0.60,  -0.25,   0.00,   0
1995, 2, 8,  29.58,   1.08,   0.25,   0.00,   1
1995, 2, 9,  29.57,   1.05,   0.24,   0.00,   1
1995, 2,10,  29.45,   0.91,   0.12,   0.00,   1
1995, 2,11,  29.47,   0.91,   0.14,   0.00,   1
1995, 2,12,  29.46,   0.88,   0.13,   0.00,   1
1995, 2,13,  29.35,   0.75,   0.02,   0.00,   1
1995, 2,14,  29.60,   0.98,   0.27,   0.00,   1
1995, 2,15,  29.51,   0.87,   0.18,   0.00,   1
1995, 2,16,  29.06,   0.41,  -0.27,   0.00,   0
1995, 2,17,  28.96,   0.30,  -0.37,   0.00,   0
1995, 2,18,  28.96,   0.29,  -0.37,   0.00,   0
1995, 2,19,  29.08,   0.40,  -0.25,   0.00,   0
1995, 2,20,  29.14,   0.45,  -0.19,   0.00,   0
1995, 2,21,  29.15,   0.45,  -0.18,   0.00,   0
1995, 2,22,  28.41,  -0.30,  -0.92,   0.00,   0
1995, 2,23,  28.17,  -0.55,  -1.16,   0.00,   0
1995, 2,24,  28.08,  -0.66,  -1.25,   0.00,   0
1995, 2,25,  28.31,  -0.44,  -1.02,   0.00,   0
1995, 2,26,  28.38,  -0.38,  -0.95,   0.00,   0
1995, 2,27,  28.65,  -0.12,  -0.68,   0.00,   0
1995, 2,28,  29.07,   0.29,  -0.26,   0.00,   0
1995, 3, 1,  28.83,   0.04,  -0.50,   0.00,   0
1995, 3, 2,  29.11,   0.31,  -0.22,   0.00,   0
1995, 3, 3,  29.13,   0.32,  -0.20,   0.00,   0
1995, 3, 4,  29.14,   0.32,  -0.19,   0.00,   0
1995, 3, 5,  28.78,  -0.05,  -0.55,   0.00,   0
1995, 3, 6,  28.49,  -0.35,  -0.84,   0.00,   0
