YEAR, M, D,    SST,   SSTA,     HS,    DHW, BAA
1994, 1, 1,  26.89,  -1.10,  -2.44,   0.00,   0
1994, 1, 2,  28.00,   0.01,  -1.33,   0.00,   0
1994, 1, 3,  28.12,   0.13,  -1.21,   0.00,   0
1994, 1, 4,  28.07,   0.07,  -1.26,   0.00,   0
1994, 1, 5,  28.06,   0.06,  -1.27,   0.00,   0
1994, 1, 6,  28.03,   0.03,  -1.30,   0.00,   0
1994, 1, 7,  28.28,   0.28,  -1.05,   0.00,   0
1994, 1, 8,  28.42,   0.41,  -0.91,   0.00,   0
1994, 1, 9,  28.87,   0.86,  -0.46,   0.00,   0
1994, 1,10,  28.90,   0.89,  -0.43,   0.00,   0
1994, 1,11,  28.83,   0.81,  -0.50,   0.00,   0
1994, 1,12,  29.07,   1.05,  -0.26,   0.00,   0
1994, 1,13,  28.74,   0.72,  -0.59,   0.00,   0
1994, 1,14,  28.06,   0.04,  -1.27,   0.00,   0
1994, 1,15,  28.05,   0.02,  -1.28,   0.00,   0
1994, 1,16,  28.04,  -0.01,  -1.29,   0.00,   0
1994, 1,17,  28.00,  -0.06,  -1.33,   0.00,   0
1994, 1,18,  27.98,  -0.10,  -1.35,   0.00,   0
1994, 1,19,  28.04,  -0.06,  -1.29,   0.00,   0
1994, 1,20,  28.39,   0.27,  -0.94,   0.00,   0
1994, 1,21,  28.48,   0.34,  -0.85,   0.00,   0
1994, 1,22,  28.72,   0.56,  -0.61,   0.00,   0
1994, 1,23,  28.97,   0.79,  -0.36,   0.00,   0
1994, 1,24,  29.17,   0.98,  -0.16,   0.00,   0
1994, 1,25,  29.54,   1.33,   0.21,   0.00,   1
1994, 1,26,  29.12,   0.89,  -0.21,   0.00,   0
1994, 1,27,  28.85,   0.60,  -0.48,   0.00,   0
1994, 1,28,  28.95,   0.68,  -0.38,   0.00,   0
1994, 1,29,  29.08,   0.79,  -0.25,   0.00,   0
1994, 1,30,  29.21,   0.90,  -0.12,   0.00,   0
1994, 1,31,  28.61,   0.28,  -0.72,   0.00,   0
1994, 2, 1,  27.12,  -1.22,  -2.21,   0.00,   0
1994, 2, 2,  28.35,  -0.01,  -0.98,   0.00,   0
1994, 2, 3,  27.67,  -0.71,  -1.66,   0.00,   0
1994, 2, 4,  27.86,  -0.54,  -1.47,   0.00,   0
1994, 2, 5,  28.02,  -0.40,  -1.31,   0.00,   0
1994, 2, 6,  28.06,  -0.38,  -1.27,   0.00,   0
1994, 2, 7,  28.11,  -0.35,  -1.22,   0.00,   0
1994, 2, 8,  27.59,  -0.88,  -1.74,   0.00,   0
1994, 2, 9,  27.58,  -0.91,  -1.75,   0.00,   0
1994, 2,10,  27.93,  -0.58,  -1.40,   0.00,   0
1994, 2,11,  27.98,  -0.55,  -1.35,   0.00,   0
1994, 2,12,  27.97,  -0.58,  -1.36,   0.00,   0
1994, 2,13,  27.67,  -0.90,  -1.66,   0.00,   0
1994, 2,14,  27.51,  -1.08,  -1.82,   0.00,   0
1994, 2,15,  27.49,  -1.11,  -1.84,   0.00,   0
1994, 2,16,  28.13,  -0.49,  -1.20,   0.00,   0
1994, 2,17,  28.18,  -0.45,  -1.15,   0.00,   0
1994, 2,18,  28.09,  -0.55,  -1.24,   0.00,   0
1994, 2,19,  28.04,  -0.61,  -1.29,   0.00,   0
1994, 2,20,  28.25,  -0.42,  -1.08,   0.00,   0
1994, 2,21,  28.47,  -0.21,  -0.86,   0.00,   0
1994, 2,22,  28.42,  -0.27,  -0.91,   0.00,   0
1994, 2,23,  28.47,  -0.24,  -0.86,   0.00,   0
1994, 2,24,  28.44,  -0.28,  -0.89,   0.00,   0
1994, 2,25,  28.25,  -0.48,  -1.08,   0.00,   0
1994, 2,26,  27.79,  -0.95,  -1.54,   0.00,   0
1994, 2,27,  27.90,  -0.86,  -1.43,   0.00,   0
1994, 2,28,  28.56,  -0.21,  -0.77,   0.00,   0
1994, 3, 1,  28.89,   0.11,  -0.44,   0.00,   0
1994, 3, 2,  28.77,  -0.02,  -0.56,   0.00,   0
1994, 3, 3,  28.68,  -0.13,  -0.65,   0.00,   0
1994, 3, 4,  28.58,  -0.24,  -0.75,   0.00,   0
1994, 3, 5,  28.56,  -0.27,  -0.77,   0.00,   0
1994, 3, 6,  29.00,   0.16,  -0.33,   0.00,   0
1994, 3, 7,  29.15,   0.29,  -0.18,   0.00,   0
1994, 3, 8,  29.09,   0.22,  -0.24,   0.00,   0
1994, 3, 9,  28.92,   0.04,  -0.41,   0.00,   0
1994, 3,10,  28.68,  -0.21,  -0.65,   0.00,   0
1994, 3,11,  27.75,  -1.16,  -1.58,   0.00,   0
1994, 3,12,  28.39,  -0.53,  -0.94,   0.00,   0
1994, 3,13,  28.82,  -0.11,  -0.51,   0.00,   0
1994, 3,14,  28.69,  -0.25,  -0.64,   0.00,   0
1994, 3,15,  28.81,  -0.15,  -0.52,   0.00,   0
1994, 3,16,  28.72,  -0.25,  -0.61,   0.00,   0
1994, 3,17,  28.30,  -0.68,  -1.03,   0.00,   0
1994, 3,18,  28.55,  -0.44,  -0.78,   0.00,   0
1994, 3,19,  28.37,  -0.64,  -0.96,   0.00,   0
1994, 3,20,  28.50,  -0.52,  -0.83,   0.00,   0
1994, 3,21,  28.43,  -0.60,  -0.90,   0.00,   0
1994, 3,22,  28.21,  -0.83,  -1.12,   0.00,   0
1994, 3,23,  28.75,  -0.30,  -0.58,   0.00,   0
1994, 3,24,  28.62,  -0.45,  -0.71,   0.00,   0
1994, 3,25,  28.04,  -1.04,  -1.29,   0.00,   0
1994, 3,26,  28.73,  -0.36,  -0.60,   0.00,   0
1994, 3,27,  28.83,  -0.27,  -0.50,   0.00,   0
1994, 3,28,  28.76,  -0.35,  -0.57,   0.00,   0
1994, 3,29,  29.04,  -0.08,  -0.29,   0.00,   0
1994, 3,30,  29.40,   0.26,   0.07,   0.00,   1
1994, 3,31,  29.14,  -0.01,  -0.19,   0.00,   0
1994, 4, 1,  29.03,  -0.13,  -0.30,   0.00,   0
1994, 4, 2,  29.20,   0.03,  -0.13,   0.00,   0
1994, 4, 3,  29.27,   0.09,  -0.06,   0.00,   0
1994, 4, 4,  29.62,   0.42,   0.29,   0.00,   1
1994, 4, 5,  29.74,   0.53,   0.41,   0.00,   1
1994, 4, 6,  30.16,   0.94,   0.83,   0.00,   1
1994, 4, 7,  29.33,   0.10,   0.00,   0.00,   1
1994, 4, 8,  29.06,  -0.18,  -0.27,   0.00,   0
1994, 4, 9,  29.49,   0.23,   0.16,   0.00,   1
1994, 4,10,  30.23,   0.96,   0.90,   0.00,   1
1994, 4,11,  30.08,   0.80,   0.75,   0.00,   1
1994, 4,12,  29.41,   0.12,   0.08,   0.00,   1
1994, 4,13,  28.70,  -0.60,  -0.63,   0.00,   0
1994, 4,14,  29.30,  -0.02,  -0.03,   0.00,   0
1994, 4,15,  29.60,   0.27,   0.27,   0.00,   1
1994, 4,16,  30.65,   1.34,   1.32,   0.19,   2
1994, 4,17,  30.88,   1.59,   1.55,   0.41,   2
1994, 4,18,  29.85,   0.58,   0.52,   0.41,   1
1994, 4,19,  29.72,   0.47,   0.39,   0.41,   1
1994, 4,20,  29.67,   0.44,   0.34,   0.41,   1
1994, 4,21,  29.66,   0.46,   0.33,   0.41,   1
1994, 4,22,  29.64,   0.46,   0.31,   0.41,   1
1994, 4,23,  29.57,   0.41,   0.24,   0.41,   1
1994, 4,24,  29.47,   0.33,   0.14,   0.41,   1
1994, 4,25,  29.53,   0.41,   0.20,   0.41,   1
1994, 4,26,  28.74,  -0.36,  -0.59,   0.41,   0
1994, 4,27,  28.65,  -0.43,  -0.68,   0.41,   0
1994, 4,28,  29.25,   0.19,  -0.08,   0.41,   0
1994, 4,29,  29.34,   0.30,   0.01,   0.41,   1
1994, 4,30,  29.40,   0.38,   0.07,   0.41,   1
1994, 5, 1,  29.21,   0.21,  -0.12,   0.41,   0
1994, 5, 2,  28.98,   0.00,  -0.35,   0.41,   0
1994, 5, 3,  28.93,  -0.03,  -0.40,   0.41,   0
1994, 5, 4,  29.62,   0.68,   0.29,   0.41,   1
1994, 5, 5,  29.49,   0.57,   0.16,   0.41,   1
1994, 5, 6,  29.46,   0.56,   0.13,   0.41,   1
1994, 5, 7,  29.60,   0.72,   0.27,   0.41,   1
1994, 5, 8,  29.69,   0.83,   0.36,   0.41,   1
1994, 5, 9,  29.47,   0.63,   0.14,   0.41,   1
1994, 5,10,  29.12,   0.31,  -0.21,   0.41,   0
1994, 5,11,  28.66,  -0.13,  -0.67,   0.41,   0
1994, 5,12,  28.94,   0.17,  -0.39,   0.41,   0
1994, 5,13,  28.70,  -0.05,  -0.63,   0.41,   0
1994, 5,14,  28.47,  -0.26,  -0.86,   0.41,   0
1994, 5,15,  28.25,  -0.46,  -1.08,   0.41,   0
1994, 5,16,  28.17,  -0.48,  -1.16,   0.41,   0
1994, 5,17,  28.18,  -0.41,  -1.15,   0.41,   0
1994, 5,18,  28.19,  -0.33,  -1.14,   0.41,   0
1994, 5,19,  28.43,  -0.03,  -0.90,   0.41,   0
1994, 5,20,  28.61,   0.21,  -0.72,   0.41,   0
1994, 5,21,  28.32,  -0.01,  -1.01,   0.41,   0
1994, 5,22,  28.10,  -0.17,  -1.23,   0.41,   0
1994, 5,23,  28.77,   0.56,  -0.56,   0.41,   0
1994, 5,24,  29.00,   0.85,  -0.33,   0.41,   0
1994, 5,25,  28.92,   0.84,  -0.41,   0.41,   0
1994, 5,26,  28.72,   0.70,  -0.61,   0.41,   0
1994, 5,27,  28.69,   0.73,  -0.64,   0.41,   0
1994, 5,28,  29.01,   1.12,  -0.32,   0.41,   0
1994, 5,29,  29.16,   1.33,  -0.17,   0.41,   0
1994, 5,30,  28.49,   0.72,  -0.84,   0.41,   0
1994, 5,31,  28.44,   0.74,  -0.89,   0.41,   0
1994, 6, 1,  28.12,   0.48,  -1.21,   0.41,   0
1994, 6, 2,  28.09,   0.51,  -1.24,   0.41,   0
1994, 6, 3,  28.12,   0.60,  -1.21,   0.41,   0
1994, 6, 4,  28.10,   0.65,  -1.23,   0.41,   0
1994, 6, 5,  28.08,   0.69,  -1.25,   0.41,   0
1994, 6, 6,  28.12,   0.79,  -1.21,   0.41,   0
1994, 6, 7,  27.83,   0.57,  -1.50,   0.41,   0
1994, 6, 8,  27.70,   0.50,  -1.63,   0.41,   0
1994, 6, 9,  27.69,   0.55,  -1.64,   0.41,   0
1994, 6,10,  27.73,   0.66,  -1.60,   0.41,   0
1994, 6,11,  27.75,   0.74,  -1.58,   0.41,   0
1994, 6,12,  27.88,   0.93,  -1.45,   0.41,   0
1994, 6,13,  28.09,   1.20,  -1.24,   0.41,   0
1994, 6,14,  27.80,   0.98,  -1.53,   0.41,   0
1994, 6,15,  26.89,   0.13,  -2.44,   0.41,   0
1994, 6,16,  26.92,   0.19,  -2.41,   0.41,   0
1994, 6,17,  26.25,  -0.46,  -3.08,   0.41,   0
1994, 6,18,  25.98,  -0.70,  -3.35,   0.41,   0
1994, 6,19,  26.49,  -0.17,  -2.84,   0.41,   0
1994, 6,20,  27.02,   0.39,  -2.31,   0.41,   0
1994, 6,21,  27.03,   0.42,  -2.30,   0.41,   0
1994, 6,22,  26.94,   0.36,  -2.39,   0.41,   0
1994, 6,23,  26.95,   0.39,  -2.38,   0.41,   0
1994, 6,24,  26.90,   0.37,  -2.43,   0.41,   0
1994, 6,25,  26.85,   0.34,  -2.48,   0.41,   0
1994, 6,26,  26.90,   0.42,  -2.43,   0.41,   0
1994, 6,27,  26.67,   0.21,  -2.66,   0.41,   0
1994, 6,28,  26.73,   0.29,  -2.60,   0.41,   0
1994, 6,29,  26.79,   0.38,  -2.54,   0.41,   0
1994, 6,30,  26.96,   0.57,  -2.37,   0.41,   0
1994, 7, 1,  27.10,   0.74,  -2.23,   0.41,   0
1994, 7, 2,  27.08,   0.74,  -2.25,   0.41,   0
1994, 7, 3,  26.36,   0.05,  -2.97,   0.41,   0
1994, 7, 4,  26.11,  -0.18,  -3.22,   0.41,   0
1994, 7, 5,  26.40,   0.14,  -2.93,   0.41,   0
1994, 7, 6,  26.39,   0.15,  -2.94,   0.41,   0
1994, 7, 7,  26.27,   0.06,  -3.06,   0.41,   0
1994, 7, 8,  26.02,  -0.17,  -3.31,   0.41,   0
1994, 7, 9,  25.86,  -0.30,  -3.47,   0.22,   0
1994, 7,10,  26.73,   0.59,  -2.60,   0.00,   0
1994, 7,11,  27.17,   1.06,  -2.16,   0.00,   0
1994, 7,12,  26.84,   0.75,  -2.49,   0.00,   0
1994, 7,13,  26.78,   0.72,  -2.55,   0.00,   0
1994, 7,14,  26.43,   0.39,  -2.90,   0.00,   0
1994, 7,15,  26.47,   0.46,  -2.86,   0.00,   0
1994, 7,16,  26.52,   0.51,  -2.81,   0.00,   0
1994, 7,17,  26.49,   0.48,  -2.84,   0.00,   0
1994, 7,18,  26.30,   0.29,  -3.03,   0.00,   0
1994, 7,19,  26.13,   0.13,  -3.20,   0.00,   0
1994, 7,20,  25.97,  -0.03,  -3.36,   0.00,   0
1994, 7,21,  25.83,  -0.17,  -3.50,   0.00,   0
1994, 7,22,  25.89,  -0.11,  -3.44,   0.00,   0
1994, 7,23,  25.97,  -0.03,  -3.36,   0.00,   0
1994, 7,24,  26.04,   0.05,  -3.29,   0.00,   0
1994, 7,25,  25.93,  -0.06,  -3.40,   0.00,   0
1994, 7,26,  26.24,   0.25,  -3.09,   0.00,   0
1994, 7,27,  26.39,   0.40,  -2.94,   0.00,   0
1994, 7,28,  26.31,   0.32,  -3.02,   0.00,   0
1994, 7,29,  26.22,   0.24,  -3.11,   0.00,   0
1994, 7,30,  26.05,   0.07,  -3.28,   0.00,   0
1994, 7,31,  26.00,   0.02,  -3.33,   0.00,   0
1994, 8, 1,  25.87,  -0.11,  -3.46,   0.00,   0
1994, 8, 2,  26.53,   0.55,  -2.80,   0.00,   0
1994, 8, 3,  26.37,   0.40,  -2.96,   0.00,   0
1994, 8, 4,  25.95,  -0.02,  -3.38,   0.00,   0
1994, 8, 5,  25.86,  -0.11,  -3.47,   0.00,   0
1994, 8, 6,  26.42,   0.45,  -2.91,   0.00,   0
1994, 8, 7,  26.70,   0.73,  -2.63,   0.00,   0
1994, 8, 8,  26.74,   0.78,  -2.59,   0.00,   0
1994, 8, 9,  26.56,   0.60,  -2.77,   0.00,   0
1994, 8,10,  26.64,   0.68,  -2.69,   0.00,   0
1994, 8,11,  26.56,   0.60,  -2.77,   0.00,   0
1994, 8,12,  26.64,   0.68,  -2.69,   0.00,   0
1994, 8,13,  26.67,   0.72,  -2.66,   0.00,   0
1994, 8,14,  26.66,   0.71,  -2.67,   0.00,   0
1994, 8,15,  26.66,   0.71,  -2.67,   0.00,   0
1994, 8,16,  26.68,   0.70,  -2.65,   0.00,   0
1994, 8,17,  27.76,   1.75,  -1.57,   0.00,   0
1994, 8,18,  27.70,   1.66,  -1.63,   0.00,   0
1994, 8,19,  26.98,   0.90,  -2.35,   0.00,   0
1994, 8,20,  26.84,   0.73,  -2.49,   0.00,   0
1994, 8,21,  26.97,   0.83,  -2.36,   0.00,   0
1994, 8,22,  27.00,   0.83,  -2.33,   0.00,   0
1994, 8,23,  27.02,   0.82,  -2.31,   0.00,   0
1994, 8,24,  27.04,   0.81,  -2.29,   0.00,   0
1994, 8,25,  27.36,   1.10,  -1.97,   0.00,   0
1994, 8,26,  27.27,   0.97,  -2.06,   0.00,   0
1994, 8,27,  26.93,   0.60,  -2.40,   0.00,   0
1994, 8,28,  26.64,   0.28,  -2.69,   0.00,   0
1994, 8,29,  26.99,   0.60,  -2.34,   0.00,   0
1994, 8,30,  27.34,   0.92,  -1.99,   0.00,   0
1994, 8,31,  27.05,   0.60,  -2.28,   0.00,   0
1994, 9, 1,  27.04,   0.55,  -2.29,   0.00,   0
1994, 9, 2,  27.03,   0.51,  -2.30,   0.00,   0
1994, 9, 3,  26.97,   0.42,  -2.36,   0.00,   0
1994, 9, 4,  26.66,   0.08,  -2.67,   0.00,   0
1994, 9, 5,  26.66,   0.05,  -2.67,   0.00,   0
1994, 9, 6,  26.88,   0.24,  -2.45,   0.00,   0
1994, 9, 7,  26.59,  -0.08,  -2.74,   0.00,   0
1994, 9, 8,  26.46,  -0.25,  -2.87,   0.00,   0
1994, 9, 9,  26.23,  -0.51,  -3.10,   0.00,   0
1994, 9,10,  26.27,  -0.50,  -3.06,   0.00,   0
1994, 9,11,  26.53,  -0.27,  -2.80,   0.00,   0
1994, 9,12,  26.13,  -0.70,  -3.20,   0.00,   0
1994, 9,13,  26.36,  -0.50,  -2.97,   0.00,   0
1994, 9,14,  26.37,  -0.53,  -2.96,   0.00,   0
1994, 9,15,  27.33,   0.40,  -2.00,   0.00,   0
1994, 9,16,  27.51,   0.56,  -1.82,   0.00,   0
1994, 9,17,  27.34,   0.37,  -1.99,   0.00,   0
1994, 9,18,  27.66,   0.67,  -1.67,   0.00,   0
1994, 9,19,  27.75,   0.74,  -1.58,   0.00,   0
1994, 9,20,  27.71,   0.68,  -1.62,   0.00,   0
1994, 9,21,  27.48,   0.43,  -1.85,   0.00,   0
1994, 9,22,  27.49,   0.41,  -1.84,   0.00,   0
1994, 9,23,  27.48,   0.38,  -1.85,   0.00,   0
1994, 9,24,  27.83,   0.71,  -1.50,   0.00,   0
1994, 9,25,  27.94,   0.80,  -1.39,   0.00,   0
1994, 9,26,  27.99,   0.83,  -1.34,   0.00,   0
1994, 9,27,  27.91,   0.73,  -1.42,   0.00,   0
1994, 9,28,  27.82,   0.62,  -1.51,   0.00,   0
1994, 9,29,  27.48,   0.26,  -1.85,   0.00,   0
1994, 9,30,  27.37,   0.12,  -1.96,   0.00,   0
1994,10, 1,  27.82,   0.55,  -1.51,   0.00,   0
1994,10, 2,  27.96,   0.67,  -1.37,   0.00,   0
1994,10, 3,  28.31,   1.00,  -1.02,   0.00,   0
1994,10, 4,  28.89,   1.56,  -0.44,   0.00,   0
1994,10, 5,  29.04,   1.69,  -0.29,   0.00,   0
1994,10, 6,  28.96,   1.59,  -0.37,   0.00,   0
1994,10, 7,  28.50,   1.10,  -0.83,   0.00,   0
1994,10, 8,  28.29,   0.87,  -1.04,   0.00,   0
1994,10, 9,  28.18,   0.74,  -1.15,   0.00,   0
1994,10,10,  28.25,   0.79,  -1.08,   0.00,   0
1994,10,11,  28.22,   0.74,  -1.11,   0.00,   0
1994,10,12,  28.42,   0.92,  -0.91,   0.00,   0
1994,10,13,  28.12,   0.60,  -1.21,   0.00,   0
1994,10,14,  28.31,   0.77,  -1.02,   0.00,   0
1994,10,15,  28.64,   1.07,  -0.69,   0.00,   0
1994,10,16,  28.53,   0.95,  -0.80,   0.00,   0
1994,10,17,  28.33,   0.74,  -1.00,   0.00,   0
1994,10,18,  28.82,   1.21,  -0.51,   0.00,   0
1994,10,19,  28.87,   1.25,  -0.46,   0.00,   0
1994,10,20,  28.37,   0.74,  -0.96,   0.00,   0
1994,10,21,  28.07,   0.42,  -1.26,   0.00,   0
1994,10,22,  27.94,   0.28,  -1.39,   0.00,   0
1994,10,23,  27.96,   0.28,  -1.37,   0.00,   0
1994,10,24,  27.91,   0.22,  -1.42,   0.00,   0
1994,10,25,  27.92,   0.22,  -1.41,   0.00,   0
1994,10,26,  28.28,   0.56,  -1.05,   0.00,   0
1994,10,27,  28.10,   0.37,  -1.23,   0.00,   0
1994,10,28,  27.71,  -0.03,  -1.62,   0.00,   0
1994,10,29,  27.79,   0.03,  -1.54,   0.00,   0
1994,10,30,  27.97,   0.20,  -1.36,   0.00,   0
1994,10,31,  28.10,   0.31,  -1.23,   0.00,   0
1994,11, 1,  28.37,   0.57,  -0.96,   0.00,   0
1994,11, 2,  28.29,   0.48,  -1.04,   0.00,   0
1994,11, 3,  28.29,   0.46,  -1.04,   0.00,   0
1994,11, 4,  28.09,   0.25,  -1.24,   0.00,   0
1994,11, 5,  27.89,   0.04,  -1.44,   0.00,   0
1994,11, 6,  27.65,  -0.22,  -1.68,   0.00,   0
1994,11, 7,  27.59,  -0.29,  -1.74,   0.00,   0
1994,11, 8,  27.46,  -0.44,  -1.87,   0.00,   0
1994,11, 9,  27.75,  -0.16,  -1.58,   0.00,   0
1994,11,10,  27.75,  -0.17,  -1.58,   0.00,   0
1994,11,11,  27.83,  -0.11,  -1.50,   0.00,   0
1994,11,12,  27.89,  -0.06,  -1.44,   0.00,   0
1994,11,13,  27.81,  -0.15,  -1.52,   0.00,   0
1994,11,14,  28.27,   0.29,  -1.06,   0.00,   0
1994,11,15,  28.59,   0.60,  -0.74,   0.00,   0
1994,11,16,  27.84,  -0.15,  -1.49,   0.00,   0
1994,11,17,  27.65,  -0.34,  -1.68,   0.00,   0
1994,11,18,  27.56,  -0.43,  -1.77,   0.00,   0
1994,11,19,  27.45,  -0.53,  -1.88,   0.00,   0
1994,11,20,  27.65,  -0.33,  -1.68,   0.00,   0
1994,11,21,  27.91,  -0.07,  -1.42,   0.00,   0
1994,11,22,  28.03,   0.05,  -1.30,   0.00,   0
1994,11,23,  28.03,   0.05,  -1.30,   0.00,   0
1994,11,24,  27.66,  -0.32,  -1.67,   0.00,   0
1994,11,25,  26.97,  -1.00,  -2.36,   0.00,   0
1994,11,26,  26.87,  -1.10,  -2.46,   0.00,   0
1994,11,27,  26.54,  -1.43,  -2.79,   0.00,   0
1994,11,28,  26.46,  -1.51,  -2.87,   0.00,   0
1994,11,29,  27.06,  -0.91,  -2.27,   0.00,   0
1994,11,30,  27.10,  -0.87,  -2.23,   0.00,   0
1994,12, 1,  27.17,  -0.79,  -2.16,   0.00,   0
1994,12, 2,  27.44,  -0.52,  -1.89,   0.00,   0
1994,12, 3,  27.65,  -0.31,  -1.68,   0.00,   0
1994,12, 4,  27.88,  -0.08,  -1.45,   0.00,   0
1994,12, 5,  28.04,   0.08,  -1.29,   0.00,   0
1994,12, 6,  27.86,  -0.09,  -1.47,   0.00,   0
1994,12, 7,  27.32,  -0.63,  -2.01,   0.00,   0
1994,12, 8,  27.00,  -0.95,  -2.33,   0.00,   0
1994,12, 9,  27.04,  -0.91,  -2.29,   0.00,   0
1994,12,10,  26.98,  -0.97,  -2.35,   0.00,   0
1994,12,11,  27.17,  -0.78,  -2.16,   0.00,   0
1994,12,12,  27.60,  -0.34,  -1.73,   0.00,   0
1994,12,13,  26.66,  -1.28,  -2.67,   0.00,   0
1994,12,14,  26.37,  -1.57,  -2.96,   0.00,   0
1994,12,15,  27.43,  -0.51,  -1.90,   0.00,   0
1994,12,16,  27.30,  -0.64,  -2.03,   0.00,   0
1994,12,17,  27.53,  -0.42,  -1.80,   0.00,   0
1994,12,18,  27.40,  -0.55,  -1.93,   0.00,   0
1994,12,19,  27.47,  -0.48,  -1.86,   0.00,   0
1994,12,20,  27.56,  -0.39,  -1.77,   0.00,   0
1994,12,21,  27.31,  -0.65,  -2.02,   0.00,   0
1994,12,22,  27.13,  -0.83,  -2.20,   0.00,   0
1994,12,23,  27.15,  -0.81,  -2.18,   0.00,   0
1994,12,24,  27.88,  -0.08,  -1.45,   0.00,   0
1994,12,25,  27.92,  -0.05,  -1.41,   0.00,   0
1994,12,26,  27.68,  -0.29,  -1.65,   0.00,   0
1994,12,27,  27.84,  -0.13,  -1.49,   0.00,   0
1994,12,28,  27.81,  -0.17,  -1.52,   0.00,   0
1994,12,29,  27.77,  -0.21,  -1.56,   0.00,   0
1994,12,30,  27.73,  -0.25,  -1.60,   0.00,   0
1994,12,31,  27.72,  -0.26,  -1.61,   0.00,   0
1995, 1, 1,  27.96,  -0.03,  -1.37,   0.00,   0
1995, 1, 2,  27.92,  -0.07,  -1.41,   0.00,   0
1995, 1, 3,  27.99,  -0.00,  -1.34,   0.00,   0
1995, 1, 4,  27.99,  -0.01,  -1.34,   0.00,   0
1995, 1, 5,  27.91,  -0.09,  -1.42,   0.00,   0
1995, 1, 6,  27.74,  -0.26,  -1.59,   0.00,   0
1995, 1, 7,  27.70,  -0.30,  -1.63,   0.00,   0
1995, 1, 8,  27.70,  -0.31,  -1.63,   0.00,   0
1995, 1, 9,  28.15,   0.14,  -1.18,   0.00,   0
1995, 1,10,  28.19,   0.18,  -1.14,   0.00,   0
1995, 1,11,  28.03,   0.01,  -1.30,   0.00,   0
1995, 1,12,  27.82,  -0.20,  -1.51,   0.00,   0
1995, 1,13,  27.56,  -0.46,  -1.77,   0.00,   0
1995, 1,14,  27.22,  -0.80,  -2.11,   0.00,   0
1995, 1,15,  27.24,  -0.79,  -2.09,   0.00,   0
1995, 1,16,  27.84,  -0.21,  -1.49,   0.00,   0
1995, 1,17,  27.78,  -0.28,  -1.55,   0.00,   0
1995, 1,18,  27.04,  -1.04,  -2.29,   0.00,   0
1995, 1,19,  26.78,  -1.32,  -2.55,   0.00,   0
1995, 1,20,  27.84,  -0.28,  -1.49,   0.00,   0
1995, 1,21,  27.84,  -0.30,  -1.49,   0.00,   0
1995, 1,22,  27.70,  -0.46,  -1.63,   0.00,   0
1995, 1,23,  27.57,  -0.61,  -1.76,   0.00,   0
1995, 1,24,  27.00,  -1.19,  -2.33,   0.00,   0
1995, 1,25,  27.15,  -1.06,  -2.18,   0.00,   0
1995, 1,26,  28.03,  -0.20,  -1.30,   0.00,   0
1995, 1,27,  28.07,  -0.18,  -1.26,   0.00,   0
1995, 1,28,  27.80,  -0.47,  -1.53,   0.00,   0
1995, 1,29,  27.54,  -0.75,  -1.79,   0.00,   0
1995, 1,30,  28.04,  -0.27,  -1.29,   0.00,   0
1995, 1,31,  28.42,   0.09,  -0.91,   0.00,   0
1995, 2, 1,  28.17,  -0.17,  -1.16,   0.00,   0
1995, 2, 2,  28.18,  -0.18,  -1.15,   0.00,   0
1995, 2, 3,  27.88,  -0.50,  -1.45,   0.00,   0
1995, 2, 4,  28.14,  -0.26,  -1.19,   0.00,   0
1995, 2, 5,  28.32,  -0.10,  -1.01,   0.00,   0
1995, 2, 6,  28.83,   0.39,  -0.50,   0.00,   0
1995, 2, 7,  28.90,   0.44,  -0.43,   0.00,   0
1995, 2, 8,  29.50,   1.03,   0.17,   0.00,   1
1995, 2, 9,  29.48,   0.99,   0.15,   0.00,   1
1995, 2,10,  29.37,   0.86,   0.04,   0.00,   1
1995, 2,11,  29.34,   0.81,   0.01,   0.00,   1
1995, 2,12,  28.70,   0.15,  -0.63,   0.00,   0
1995, 2,13,  28.51,  -0.06,  -0.82,   0.00,   0
1995, 2,14,  28.97,   0.38,  -0.36,   0.00,   0
1995, 2,15,  29.15,   0.55,  -0.18,   0.00,   0
1995, 2,16,  28.64,   0.02,  -0.69,   0.00,   0
1995, 2,17,  28.55,  -0.08,  -0.78,   0.00,   0
1995, 2,18,  28.63,  -0.01,  -0.70,   0.00,   0
1995, 2,19,  28.91,   0.26,  -0.42,   0.00,   0
1995, 2,20,  28.95,   0.28,  -0.38,   0.00,   0
1995, 2,21,  28.94,   0.26,  -0.39,   0.00,   0
1995, 2,22,  28.44,  -0.25,  -0.89,   0.00,   0
1995, 2,23,  28.21,  -0.50,  -1.12,   0.00,   0
1995, 2,24,  28.13,  -0.59,  -1.20,   0.00,   0
1995, 2,25,  28.23,  -0.50,  -1.10,   0.00,   0
1995, 2,26,  28.47,  -0.27,  -0.86,   0.00,   0
1995, 2,27,  28.69,  -0.07,  -0.64,   0.00,   0
1995, 2,28,  28.96,   0.19,  -0.37,   0.00,   0
1995, 3, 1,  28.81,   0.03,  -0.52,   0.00,   0
1995, 3, 2,  29.06,   0.27,  -0.27,   0.00,   0
1995, 3, 3,  29.14,   0.33,  -0.19,   0.00,   0
1995, 3, 4,  29.17,   0.35,  -0.16,   0.00,   0
1995, 3, 5,  28.69,  -0.14,  -0.64,   0.00,   0
1995, 3, 6,  28.35,  -0.49,  -0.98,   0.00,   0
